x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
1.140,0.001,0.376,1.140,-0.000,0.376,1.183,2.747,890.099,248.101,33.162
1.152,0.001,0.378,1.152,-0.000,0.376,1.183,1.936,886.479,248.101,47.125
1.165,0.001,0.380,1.165,-0.000,0.378,1.185,1.997,882.860,237.277,26.181
1.177,0.001,0.382,1.177,-0.000,0.380,1.185,1.997,875.620,240.885,43.635
1.202,0.001,0.383,1.202,-0.000,0.382,1.185,1.936,868.381,248.101,40.144
1.215,0.001,0.385,1.215,-0.000,0.383,1.184,2.058,886.479,258.925,43.635
1.228,0.001,0.387,1.227,-0.000,0.385,1.186,1.875,870.191,228.257,45.380
1.240,0.001,0.387,1.240,-0.000,0.387,1.187,2.869,891.909,246.297,45.380
1.265,0.001,0.390,1.265,-0.000,0.388,1.185,1.936,879.240,251.709,33.162
1.277,0.001,0.392,1.277,-0.000,0.390,1.184,2.119,882.860,251.709,40.144
1.290,0.001,0.392,1.290,-0.000,0.392,1.184,2.686,886.479,251.709,36.653
1.302,0.001,0.394,1.302,-0.000,0.392,1.182,1.997,891.909,260.729,48.871
1.327,0.001,0.397,1.327,-0.000,0.395,1.181,1.936,872.001,262.533,36.653
1.340,0.001,0.397,1.340,-0.000,0.397,1.178,2.808,872.001,262.533,36.653
1.352,0.001,0.399,1.352,-0.000,0.397,1.179,1.997,881.050,249.905,38.398
1.365,0.001,0.401,1.365,-0.000,0.399,1.179,2.058,881.050,249.905,31.417
1.390,0.001,0.402,1.390,-0.000,0.402,1.180,2.747,882.860,237.277,43.635
1.402,0.001,0.404,1.402,-0.000,0.402,1.180,1.997,873.811,253.513,48.871
1.415,0.001,0.406,1.415,-0.000,0.404,1.179,1.936,890.099,258.925,47.125
1.427,0.001,0.408,1.427,-0.000,0.406,1.182,2.119,886.479,237.277,40.144
1.452,0.001,0.409,1.452,-0.000,0.408,1.182,2.058,882.860,244.493,36.653
1.465,0.001,0.411,1.465,-0.000,0.409,1.182,1.997,859.332,242.689,31.417
1.477,0.001,0.413,1.477,-0.000,0.411,1.181,1.997,893.719,258.925,33.162
1.490,0.001,0.413,1.490,-0.000,0.413,1.180,2.686,893.719,258.925,33.162
1.515,0.001,0.417,1.515,-0.000,0.415,1.180,1.997,882.860,258.925,54.107
1.528,0.001,0.418,1.527,-0.000,0.417,1.180,1.997,873.811,246.297,55.852
1.540,0.002,0.418,1.540,-0.000,0.418,1.180,2.747,891.909,257.121,27.926
1.553,0.001,0.420,1.552,-0.000,0.418,1.180,1.936,881.050,253.513,41.889
1.578,0.001,0.423,1.577,-0.000,0.422,1.178,1.997,882.860,262.533,43.635
1.590,0.001,0.423,1.590,-0.000,0.423,1.177,2.686,873.811,260.729,45.380
1.603,0.001,0.425,1.602,-0.000,0.423,1.177,2.058,875.620,251.709,47.125
1.615,0.001,0.427,1.615,-0.000,0.425,1.177,1.997,893.719,258.925,47.125
1.640,0.001,0.429,1.640,-0.000,0.429,1.178,2.747,875.620,248.101,29.672
1.653,0.000,0.430,1.652,-0.000,0.429,1.179,1.936,873.811,249.905,41.889
1.665,0.000,0.432,1.665,-0.000,0.430,1.179,1.997,884.669,253.513,34.908
1.678,0.000,0.434,1.677,-0.000,0.432,1.178,1.997,875.620,255.317,47.125
1.703,0.000,0.436,1.702,-0.000,0.434,1.180,2.058,886.479,244.493,43.635
1.715,0.000,0.437,1.715,-0.000,0.436,1.179,1.997,868.381,258.925,47.125
1.728,0.000,0.439,1.727,-0.000,0.437,1.178,1.936,882.860,255.317,40.144
