x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
-0.025 -0.003 0.307 -0.019 -0.003 0.293 1.187 2.302 868.381 233.669 40.144
-0.024 -0.003 0.307 -0.017 -0.003 0.287 1.184 2.808 884.669 260.729 38.398
-0.023 -0.003 0.309 -0.014 -0.003 0.278 1.185 2.241 877.430 239.081 41.889
-0.019 -0.003 0.311 -0.011 -0.003 0.267 1.185 2.058 861.142 244.493 43.635
-0.016 -0.003 0.312 -0.007 -0.003 0.253 1.184 2.180 861.142 244.493 43.635
-0.012 -0.003 0.312 -0.002 -0.003 0.238 1.185 2.747 877.430 242.689 45.380
-0.007 -0.003 0.314 0.003 -0.003 0.221 1.184 2.180 879.240 251.709 36.653
-0.002 -0.003 0.316 0.009 -0.003 0.204 1.185 2.058 886.479 244.493 29.672
0.004 -0.003 0.318 0.016 -0.003 0.186 1.186 2.058 882.860 237.277 43.635
0.011 -0.003 0.318 0.023 -0.003 0.169 1.183 2.747 879.240 262.533 47.125
0.018 -0.003 0.320 0.031 -0.003 0.151 1.185 1.997 872.001 233.669 40.144
0.026 -0.003 0.321 0.039 -0.002 0.134 1.183 1.997 873.811 257.121 34.908
0.035 -0.003 0.323 0.048 -0.002 0.116 1.184 2.119 872.001 240.885 43.635
0.044 -0.003 0.323 0.058 -0.002 0.099 1.183 2.808 873.811 249.905 38.398
0.055 -0.003 0.325 0.068 -0.002 0.081 1.183 1.936 881.050 249.905 45.380
0.065 -0.003 0.327 0.079 -0.002 0.064 1.185 2.058 881.050 235.473 31.417
0.077 -0.003 0.329 0.091 -0.002 0.049 1.186 2.241 881.050 235.473 31.417
0.089 -0.003 0.329 0.103 -0.002 0.035 1.184 2.747 879.240 258.925 40.144
0.102 -0.004 0.331 0.115 -0.002 0.024 1.186 2.119 890.099 240.885 33.162
0.115 -0.004 0.332 0.128 -0.002 0.015 1.188 2.119 886.479 233.669 36.653
0.128 -0.004 0.334 0.140 -0.002 0.009 1.187 1.936 873.811 246.297 45.380
0.142 -0.004 0.334 0.153 -0.002 0.005 1.187 2.869 884.669 246.297 45.380
0.155 -0.004 0.336 0.165 -0.002 0.003 1.186 1.997 881.050 249.905 31.417
0.168 -0.004 0.338 0.178 -0.002 0.002 1.186 2.058 873.811 242.689 34.908
0.181 -0.004 0.339 0.190 -0.002 0.002 1.186 1.997 877.430 246.297 52.361
0.194 -0.004 0.339 0.203 -0.002 0.339 1.184 2.747 879.240 258.925 22.690
0.207 -0.003 0.341 0.215 -0.002 0.339 1.184 2.180 895.528 246.297 3.491
0.220 -0.003 0.343 0.228 -0.002 0.341 1.184 1.997 857.522 240.885 64.579
0.233 -0.003 0.345 0.240 -0.002 0.343 1.183 1.813 857.522 240.885 64.579
0.246 -0.003 0.345 0.253 -0.002 0.345 1.182 2.625 870.191 257.121 45.380
0.259 -0.003 0.347 0.265 -0.002 0.345 1.183 2.180 881.050 235.473 10.472
0.273 -0.003 0.348 0.278 -0.002 0.347 1.186 1.813 861.142 226.453 50.616
0.286 -0.003 0.350 0.290 -0.002 0.348 1.186 1.875 875.620 240.885 50.616
0.299 -0.003 0.350 0.303 -0.002 0.350 1.188 2.502 904.577 240.885 12.218
0.312 -0.003 0.352 0.315 -0.002 0.350 1.188 2.424 868.381 237.277 43.635
0.325 -0.003 0.354 0.328 -0.002 0.352 1.189 1.936 866.571 235.473 52.361
0.338 -0.003 0.355 0.340 -0.002 0.354 1.189 1.936 875.620 240.885 33.162
0.351 -0.003 0.355 0.353 -0.002 0.355 1.189 2.869 877.430 239.081 41.889
0.364 -0.003 0.357 0.365 -0.002 0.355 1.188 2.119 866.571 246.297 48.871
