x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
1.778 1.660 0.381 1.883 1.883 0.375 0.984 7.385 808.657 358.142 38.398
1.788 1.673 0.381 1.892 1.892 0.381 1.001 -8.728 785.130 341.906 36.653
1.799 1.686 0.391 1.900 1.900 0.381 1.000 11.047 797.799 343.710 59.343
1.810 1.699 0.395 1.909 1.909 0.391 1.010 5.249 794.179 347.318 48.871
1.820 1.712 0.401 1.918 1.918 0.395 1.010 6.714 786.940 350.926 41.889
1.831 1.724 0.401 1.927 1.927 0.401 1.015 1.343 788.750 341.906 43.635
1.841 1.737 0.409 1.936 1.936 0.401 1.015 8.606 795.989 349.122 43.635
1.851 1.749 0.421 1.945 1.945 0.409 1.014 13.550 795.989 349.122 43.635
1.862 1.760 0.424 1.953 1.953 0.421 1.016 3.784 781.510 338.299 57.598
1.872 1.772 0.424 1.961 1.961 0.424 1.023 6.897 768.842 343.710 69.815
1.882 1.784 0.431 1.969 1.969 0.424 1.034 7.568 776.081 343.710 76.797
1.892 1.795 0.445 1.975 1.975 0.431 1.023 16.663 788.750 338.299 75.051
1.901 1.806 0.440 1.981 1.981 0.445 1.022 -5.798 770.651 323.867 78.542
1.909 1.816 0.440 1.986 1.986 0.440 1.016 13.672 781.510 341.906 89.015
1.917 1.824 0.444 1.990 1.990 0.440 1.009 4.822 788.750 349.122 82.033
1.923 1.832 0.441 1.993 1.993 0.444 1.015 -3.723 779.701 340.102 83.778
1.928 1.838 0.440 1.995 1.995 0.441 1.015 -0.610 792.369 356.338 82.033
1.931 1.843 0.440 1.997 1.997 0.440 1.017 3.418 786.940 325.671 90.760
1.934 1.847 0.448 1.997 1.997 0.440 1.014 9.155 786.940 343.710 90.760
1.936 1.850 0.461 1.998 1.998 0.448 1.008 13.977 786.940 343.710 90.760
1.937 1.852 0.471 1.998 1.998 0.461 1.005 11.292 776.081 336.495 87.269
1.937 1.852 0.471 1.937 1.852 0.471 1.022 2.869 938.964 300.416 94.251
1.937 1.852 0.470 1.937 1.852 0.470 1.036 -0.305 938.964 300.416 94.251
