x_est y_est heading_est x_ref y_ref heading_ref magdwick gyro mag_x mag_y mag_z
0.540 0.000 0.319 0.539 -0.001 0.317 1.179 2.119 872.001 248.101 43.635
0.551 -0.000 0.319 0.551 -0.001 0.319 1.178 2.808 881.050 257.121 41.889
0.562 -0.000 0.321 0.562 -0.001 0.319 1.179 2.119 897.338 255.317 29.672
0.574 -0.000 0.323 0.573 -0.001 0.321 1.177 2.058 882.860 266.140 36.653
0.585 -0.001 0.325 0.584 -0.001 0.323 1.177 2.058 875.620 251.709 40.144
0.596 -0.001 0.325 0.596 -0.001 0.325 1.176 2.869 873.811 257.121 34.908
0.608 -0.001 0.326 0.607 -0.001 0.325 1.175 2.058 873.811 257.121 34.908
0.619 -0.001 0.328 0.618 -0.001 0.326 1.176 2.180 877.430 253.513 52.361
0.630 -0.001 0.330 0.629 -0.001 0.328 1.177 2.058 884.669 249.905 34.908
0.642 -0.001 0.330 0.641 -0.001 0.330 1.176 2.869 879.240 255.317 40.144
0.653 -0.000 0.332 0.652 -0.001 0.330 1.177 2.119 881.050 253.513 41.889
0.665 -0.000 0.334 0.663 -0.001 0.332 1.176 2.119 881.050 257.121 38.398
0.676 -0.000 0.336 0.674 -0.001 0.334 1.175 2.119 875.620 262.533 43.635
0.688 -0.000 0.336 0.686 -0.001 0.336 1.176 2.930 886.479 251.709 43.635
0.699 -0.000 0.337 0.697 -0.001 0.336 1.177 2.058 881.050 249.905 45.380
0.710 -0.000 0.339 0.708 -0.001 0.337 1.179 2.058 882.860 240.885 33.162
0.722 -0.000 0.341 0.719 -0.001 0.339 1.179 2.119 893.719 255.317 40.144
0.733 0.000 0.341 0.731 -0.001 0.341 1.179 2.808 879.240 251.709 43.635
0.744 0.000 0.343 0.742 -0.001 0.341 1.178 2.058 884.669 260.729 59.343
0.755 -0.000 0.345 0.753 -0.001 0.343 1.180 1.997 904.577 244.493 40.144
0.767 -0.000 0.346 0.764 -0.001 0.345 1.181 2.180 872.001 244.493 36.653
0.778 0.000 0.346 0.776 -0.001 0.346 1.180 2.869 875.620 255.317 33.162
0.789 -0.000 0.348 0.787 -0.001 0.346 1.180 2.058 881.050 253.513 48.871
0.800 -0.000 0.350 0.798 -0.001 0.348 1.180 2.119 873.811 249.905 41.889
0.811 -0.000 0.352 0.809 -0.001 0.350 1.179 2.058 881.050 257.121 41.889
0.822 -0.000 0.352 0.821 -0.001 0.352 1.179 2.808 875.620 248.101 40.144
0.834 -0.000 0.354 0.832 -0.001 0.352 1.182 2.058 891.909 239.081 45.380
0.845 -0.000 0.356 0.843 -0.001 0.354 1.183 2.180 882.860 244.493 40.144
0.856 -0.000 0.357 0.854 -0.001 0.356 1.180 2.058 886.479 266.140 47.125
0.867 -0.000 0.357 0.866 -0.001 0.357 1.179 2.930 862.952 249.905 34.908
0.878 -0.000 0.359 0.877 -0.001 0.357 1.180 2.119 877.430 246.297 38.398
0.890 -0.000 0.361 0.888 -0.001 0.359 1.183 1.997 882.860 233.669 33.162
0.901 -0.000 0.363 0.899 -0.001 0.361 1.181 2.119 873.811 257.121 31.417
0.912 -0.000 0.363 0.911 -0.001 0.363 1.183 2.808 873.811 239.081 38.398
0.924 -0.000 0.365 0.922 -0.001 0.363 1.180 1.997 875.620 262.533 54.107
0.935 -0.000 0.367 0.933 -0.001 0.365 1.180 2.180 890.099 255.317 40.144
0.946 -0.000 0.368 0.944 -0.001 0.367 1.182 2.058 890.099 240.885 43.635
0.957 -0.000 0.368 0.956 -0.001 0.368 1.181 2.869 884.669 253.513 38.398
0.969 0.000 0.370 0.967 -0.001 0.368 1.181 2.058 875.620 251.709 33.162
0.980 0.000 0.372 0.978 -0.001 0.370 1.182 2.119 879.240 244.493 33.162
0.991 0.000 0.374 0.989 -0.001 0.372 1.182 2.058 890.099 251.709 43.635
1.003 0.000 0.374 1.001 -0.001 0.374 1.182 2.869 873.811 246.297 45.380
1.014 0.000 0.376 1.012 -0.001 0.374 1.181 2.119 875.620 255.317 29.672
1.025 0.000 0.377 1.023 -0.001 0.376 1.180 2.119 882.860 255.317 26.181
1.036 0.000 0.379 1.034 -0.001 0.377 1.181 2.058 893.719 251.709 40.144
1.048 0.000 0.379 1.046 -0.001 0.379 1.179 2.930 888.289 264.336 45.380
1.059 0.001 0.381 1.057 -0.001 0.379 1.178 2.058 868.381 251.709 43.635
1.070 0.001 0.383 1.068 -0.001 0.381 1.179 2.119 872.001 248.101 43.635
1.081 0.001 0.385 1.079 -0.001 0.383 1.179 2.119 884.669 249.905 45.380
1.093 0.001 0.385 1.091 -0.001 0.385 1.177 2.869 870.191 260.729 41.889
1.104 0.000 0.387 1.102 -0.001 0.385 1.178 2.119 886.479 248.101 26.181
1.115 0.000 0.388 1.113 -0.001 0.387 1.178 2.119 881.050 257.121 41.889
1.126 0.000 0.390 1.124 -0.001 0.388 1.176 1.997 862.952 257.121 27.926
1.138 0.000 0.390 1.136 -0.001 0.390 1.178 2.930 875.620 244.493 33.162
1.149 0.000 0.390 1.147 -0.001 0.390 1.179 2.869 875.620 240.885 29.672
1.160 0.000 0.392 1.158 -0.001 0.390 1.178 2.058 884.669 260.729 41.889
1.171 -0.000 0.394 1.169 -0.001 0.392 1.177 2.180 893.719 262.533 50.616
1.182 -0.000 0.394 1.181 -0.001 0.394 1.179 2.808 877.430 242.689 38.398
1.193 -0.000 0.394 1.192 -0.001 0.394 1.180 2.930 891.909 249.905 34.908
1.204 -0.001 0.396 1.203 -0.000 0.394 1.180 2.119 873.811 249.905 48.871
1.216 -0.001 0.398 1.214 -0.000 0.396 1.179 2.119 875.620 255.317 40.144
1.227 -0.001 0.398 1.226 -0.000 0.398 1.180 2.808 868.381 240.885 47.125
1.238 -0.001 0.398 1.237 -0.000 0.398 1.180 2.808 879.240 251.709 36.653
1.249 -0.000 0.399 1.248 -0.000 0.398 1.177 2.058 875.620 266.140 40.144
1.260 -0.000 0.401 1.259 -0.000 0.399 1.179 2.058 881.050 242.689 38.398
1.272 -0.000 0.401 1.271 -0.000 0.401 1.178 2.869 884.669 257.121 31.417
1.283 -0.000 0.403 1.282 -0.000 0.401 1.179 2.058 872.001 248.101 33.162
1.294 -0.000 0.405 1.293 -0.000 0.403 1.179 1.997 875.620 251.709 50.616
1.306 0.000 0.407 1.304 -0.000 0.405 1.180 2.119 873.811 242.689 45.380
1.317 0.000 0.407 1.316 -0.000 0.407 1.181 2.808 882.860 248.101 47.125
1.328 0.000 0.407 1.327 -0.000 0.407 1.181 2.808 884.669 249.905 48.871
1.339 0.000 0.408 1.338 -0.000 0.407 1.179 2.058 881.050 264.336 34.908
1.351 0.000 0.410 1.349 -0.000 0.408 1.178 2.058 870.191 257.121 48.871
1.362 0.000 0.410 1.361 -0.000 0.410 1.177 2.808 877.430 257.121 41.889
1.373 0.000 0.412 1.372 -0.000 0.410 1.177 2.119 868.381 248.101 47.125
1.384 0.000 0.414 1.383 -0.000 0.412 1.175 2.119 877.430 267.944 34.908
1.396 0.000 0.416 1.394 -0.000 0.414 1.175 2.058 881.050 257.121 31.417
1.407 0.000 0.416 1.406 -0.000 0.416 1.175 2.808 881.050 257.121 41.889
1.418 0.000 0.417 1.417 -0.000 0.416 1.175 1.997 886.479 258.925 50.616
1.430 0.000 0.419 1.428 -0.000 0.417 1.175 2.119 881.050 253.513 38.398
1.441 0.000 0.421 1.439 -0.000 0.419 1.174 2.119 884.669 260.729 41.889
